codigo;descripcion;linea;sublinea;grupo;categoria;regla_aplicada;confianza;precio_prueba_cop
GEN-PW7500E2;GENERADOR DE GASOLINA, MOTOR 15.0HP, POTENCIA NOMINAL 6.6 KW, 110/220V-60HZ,12V,DC TANQUE COMBUSTIBLE: 25 LITROS;GENERADORES;GENERADORES;GRUPO PROWELD;Herramientas Eléctricas;electrica;alta;1767200
GEN-PW9500E2;GENERADOR DE GASOLINA, MOTOR 17.0HP, POTENCIA NOMINAL 8.5 KW, 110/220V-60HZ,12V,DC TANQUE COMBUSTIBLE: 25 LITROS;GENERADORES;GENERADORES;GRUPO PROWELD;Herramientas Eléctricas;electrica;alta;1974000
NIK-950G;GENERADOR PORTABLE DE GASOLINA, POTENCIA NOMINAL 900 KW, 110-60HZ,12V;GENERADORES;GENERADORES;GRUPO NIKATTO;Herramientas Eléctricas;electrica;alta;2676200
GR-VIPER579015;CORTA TUBO PVC DE 1.5/8;GRAINGER;PROM. ALIADOS NACIONALES;GRUPO GRAINGER;Herramientas de Corte;corte:corta*;alta;166000
COMPR-ACPRO20020;COMPRESOR DE AIRE CON MOTOR DE 2,0 HP, VOLTAJE DE ALIMENTACIÓN: 110 VOLTIOS/60 HZ/1HP, TANQUE HORIZONTAL DE 20 LITROS, CAUDAL MAXIMO 6,0 CFM, PRESION MAXIMA 125 PSI;HERRAMIENTAS DE AIRE;COMPRESORES;GRUPO NIKATTO;Herramientas de Aire;aire;alta;1793200
COMPR-ACPRO20080;COMPRESOR DE AIRE CON MOTOR DE 2,0 HP, VOLTAJE DE ALIMENTACIÓN: 110 VOLTIOS/60 HZ/1HP, TANQUE VERTICAL DE 80 LITROS, CAUDAL MAXIMO 7,0 CFM, PRESION MAXIMA 125 PSI;HERRAMIENTAS DE AIRE;COMPRESORES;GRUPO NIKATTO;Herramientas de Aire;aire;alta;1122900
NIK-00472;PISTOLA DE BAJA PRESIÓN 750CC CONEX 1/4 NPT;HERRAMIENTAS DE AIRE;PISTOLAS PARA PINTAR;GRUPO NIKATTO;Herramientas de Aire;aire;alta;1107600
NIK-00475;PISTOLA DE ALTA PRESIÓN 1000 CC CONEX 1/4 NPT;HERRAMIENTAS DE AIRE;PISTOLAS PARA PINTAR;GRUPO NIKATTO;Herramientas de Aire;aire;alta;1746900
NIK-00480;PISTOLA DE GRAVEDAD AERÓGRAFO CUERPO ALUMINIO 400CC;HERRAMIENTAS DE AIRE;PISTOLAS PARA PINTAR;GRUPO NIKATTO;Herramientas de Aire;aire;alta;923500
NIK-00481;PISTOLA DE GRAVEDAD AERÓGRAFO VASO PLÁSTICO 600CC;HERRAMIENTAS DE AIRE;PISTOLAS PARA PINTAR;GRUPO NIKATTO;Herramientas de Aire;aire;alta;1907900
NIK-00490;PISTOLA PARA PETROLIZAR PRESIÓN 1/4 NPT 50 A 90 PSI CAJA X 2 UNIDADES;HERRAMIENTAS DE AIRE;PISTOLAS PARA PINTAR;GRUPO NIKATTO;Herramientas de Aire;aire;alta;404200
NIK-AC1004;COMPRESOR DE AIRE CON MOTOR DE 1,0 HP, VOLTAJE DE ALIMENTACIÓN: 110 VOLTIOS/60 HZ/1HP, TANQUE HORIZONTAL DE 40 LITROS, CAUDAL MAXIMO 5,3 CFM, PRESION MAXIMA 115 PSI;HERRAMIENTAS DE AIRE;COMPRESORES;GRUPO NIKATTO;Herramientas de Aire;aire;alta;2055000
NIK-AC1501;COMPRESOR HORIZONTAL 10L, 1.5 HP, 115 PSI, 4.1 CFM, 110 VOLTIOS;HERRAMIENTAS DE AIRE;COMPRESORES;GRUPO NIKATTO;Herramientas de Aire;aire;alta;2382200
NIK-AC1914;REPUESTO - JUEGO DE ACOPLE Y CONECTORES RAPIDOS EN ACERO 5PZ;HERRAMIENTAS DE AIRE;REPUESTOS;GRUPO NIKATTO;Herramientas Eléctricas;electrica;alta;1457200
NIK-AC1915;REPUESTO - JUEGO DE ACOPLE Y CONECTORES EN ACERO 4PZ;HERRAMIENTAS DE AIRE;REPUESTOS;GRUPO NIKATTO;Herramientas Eléctricas;electrica;alta;3307200
NIK-AC1916;REPUESTO - CONECTOR RAPIDO DE ACERO CROMADO HEMBRA ROSCA1/4;HERRAMIENTAS DE AIRE;REPUESTOS;GRUPO NIKATTO;Herramientas Eléctricas;electrica;alta;864700
NIK-AC1917;REPUESTO - CONECTOR RAPIDO DE ACERO CROMADO HEMBRA MACHO;HERRAMIENTAS DE AIRE;REPUESTOS;GRUPO NIKATTO;Herramientas Eléctricas;electrica;alta;909500
NIK-AC1935;REPUESTO - JUEGO DE ACOPLES Y CONECTORES RAPIDOS LATON 4PZ;HERRAMIENTAS DE AIRE;REPUESTOS;GRUPO NIKATTO;Herramientas Eléctricas;electrica;alta;242200
NIK-AC1981;REPUESTO - JUEGO DE ACOPLES Y CONECTORES RAPIDOS LATON 5PZ;HERRAMIENTAS DE AIRE;REPUESTOS;GRUPO NIKATTO;Herramientas Eléctricas;electrica;alta;1713100
NIK-AC2002;COMPRESOR HORIZONTAL 20L, 2.0 HP, 115 PSI, 6.0 CFM, 110 VOLTIOS;HERRAMIENTAS DE AIRE;COMPRESORES;GRUPO NIKATTO;Herramientas de Aire;aire;alta;2395400
NIK-AC2007;COMPRESOR HORIZONTAL INDUSTRIAL 70L, 2.0 HP, 125PSI, 6.7 CFM, 110 VOLTIOS;HERRAMIENTAS DE AIRE;COMPRESORES;GRUPO NIKATTO;Herramientas de Aire;aire;alta;308200
NIK-AC2540;COMPRESOR HORIZONTAL 40L, 2.5 HP, 115 PSI, 7.3 CFM, 110;HERRAMIENTAS DE AIRE;COMPRESORES;GRUPO NIKATTO;Herramientas de Aire;aire;alta;538100
NIK-AC3012;COMPRESOR VERTICAL 120L, 3.0 HP, 125 PSI, 11.3 CFM, 110 VOLTIOS;HERRAMIENTAS DE AIRE;COMPRESORES;GRUPO NIKATTO;Herramientas de Aire;aire;alta;1683000
NIK-AC3520S;COMPRESOR SILENCIOSO LIBRE DE ACEITE 24L, 1.0 HP, 115PSI, 4.2 CFM, 110 VOLTIOS;HERRAMIENTAS DE AIRE;COMPRESORES;GRUPO NIKATTO;Herramientas de Aire;aire;alta;842200
NIK-AC4510S;COMPRESOR SILENCIOSO LIBRE DE ACEITE 6L, 0.75HP, 115PSI, 3.2 CFM, 110 VOLTIOS;HERRAMIENTAS DE AIRE;COMPRESORES;GRUPO NIKATTO;Herramientas de Aire;aire;alta;926100
PROWE-472;PISTOLA DE BAJA PRESIÓN 750CC CONEX 1/4 NPT;HERRAMIENTAS DE AIRE;PISTOLAS PARA PINTAR;GRUPO NIKATTO;Herramientas de Aire;aire;alta;913900
PROWE-475;PISTOLA DE ALTA PRESIÓN 1000 CC CONEX 1/4 NPT;HERRAMIENTAS DE AIRE;PISTOLAS PARA PINTAR;GRUPO NIKATTO;Herramientas de Aire;aire;alta;1081000
PROWE-480;PISTOLA DE GRAVEDAD AERÓGRAFO CUERPO ALUMINIO 400CC;HERRAMIENTAS DE AIRE;PISTOLAS PARA PINTAR;GRUPO NIKATTO;Herramientas de Aire;aire;alta;1636400
PROWE-481;PISTOLA DE GRAVEDAD AERÓGRAFO VASO PLÁSTICO 600CC;HERRAMIENTAS DE AIRE;PISTOLAS PARA PINTAR;GRUPO NIKATTO;Herramientas de Aire;aire;alta;609000
PROWE-490;PISTOLA PARA PETROLIZAR PRESIÓN 50 A 90 PSI;HERRAMIENTAS DE AIRE;PISTOLAS PARA PINTAR;GRUPO NIKATTO;Herramientas de Aire;aire;alta;1628800
MEC-20.421;ACEITERA 125CC 20.421 HDM-125CC;HERRAMIENTA AUTOMOTRIZ;ACEITERA;GRUPO NIKATTO;Herramienta Automotriz;automotriz;alta;185600
MEC-20.425;ACEITERA 500CC 20.425 HDM-500CC;HERRAMIENTA AUTOMOTRIZ;ACEITERA;GRUPO NIKATTO;Herramienta Automotriz;automotriz;alta;65700
MEC-BOMBA;BOMBA ROTATORIA DE ACEITE 20.410;HERRAMIENTA AUTOMOTRIZ;BOMBA PARA TANQUE;GRUPO NIKATTO;Herramienta Automotriz;automotriz;alta;196400
MEC-BOQUILLA;BOQUILLA HIDRAULICA P/ENGRASADORA 20.409C;HERRAMIENTA AUTOMOTRIZ;ENGRASADORAS;GRUPO NIKATTO;Herramienta Automotriz;automotriz;alta;730300
MEC-ENGRASADORA;ENGRASADORA CON PALANCA TUBO 20.409;HERRAMIENTA AUTOMOTRIZ;ENGRASADORAS;GRUPO NIKATTO;Herramienta Automotriz;automotriz;alta;570800
NIK-EN001;ENGRASADORA CON PALANCA TUBO 20.409;HERRAMIENTA AUTOMOTRIZ;ENGRASADORAS;GRUPO NIKATTO;Herramienta Automotriz;automotriz;alta;582200
ALAMBRE-NIK-CCA1135;"CABLE ALMA DE ACERO ALQUITRANADO (IWRC ) 6X19 X 1/4"" ROLLO DE 500 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;195500
ALAMBRE-NIK-CCA1138;"CABLE ALMA DE ACERO ALQUITRANADO 6X19 (IWRC) X 3/8"" ROLLO DE 250 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;358000
ALAMBRE-NIK-CCA1139;"CABLE ALMA DE ACERO ALQUITRANADO 6X19 (IWRC) X 3/8"" ROLLO DE 500 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;787800
ALAMBRE-NIK-CCA1140;"CABLE ALMA DE ACERO ALQUITRANADO 6X19 (IWRC)X 3/8"" ROLLO DE 1.000 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;542700
ALAMBRE-NIK-CCA1150;"CABLE ALMA DE ACERO ALQUITRANADO 6X19 (IWRC) X 1/2"" ROLLO DE 250 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;977900
ALAMBRE-NIK-CCA1151;"CABLE ALMA DE ACERO ALQUITRANADO 6X19(IWRC) X 1/2"" ROLLO DE 500 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1523600
ALAMBRE-NIK-CCA1152;"CABLE ALMA DE ACERO ALQUITRANADO 6X19(IWRC) X 1/2"" ROLLO DE 1.000 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1605900
ALAMBRE-NIK-CCA1160;"CABLE ALMA DE ACERO ALQUITRANADO 6X19(IWRC) X 5/8"" ROLLO DE 250 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1164400
ALAMBRE-NIK-CCA1161;"CABLE ALMA DE ACERO ALQUITRANADO 6X19(IWRC) X 5/8"" ROLLO DE 500 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;769000
ALAMBRE-NIK-CCA1162;"CABLE ALMA DE ACERO ALQUITRANADO 6X19(IWRC) X 5/8"" ROLLO DE 1.000 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1277500
ALAMBRE-NIK-CGC3619;"CABLE ACERO GALVANIZADO EN CALIENTE (IWRC)6X19 X 1/4"" ROLLO DE 500 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1504900
ALAMBRE-NIK-CGC4619;"CABLE ACERO GALVANIZADO EN CALIENTE(IWRC) 6X19 X 5/16"" ROLLO DE 500 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1505200
ALAMBRE-NIK-SGX171;"CABLE ACERO SUPER GX 1X7 X 1/16"" ROLLO DE 1.000 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1945300
HC-1/16;"CABLE ALMA DE FIBRA GALV 6X7 1.5MM 1/16"" 500MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;494100
HC-1/2;"CABLE ALMA DE FIBRA GALV 6X7 13.MM 1/2"" 500MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;848300
HC-1/4;"CABLE ALMA DE FIBRA GALV 6X7 6.0MM 1/4"" 500MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;144600
HC-1/4 6X19 X 500M;"CABLE ACERO GALV 6X19 6.0MM 1/4"" 500MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;66800
HC-1/4(1000);"CABLE ALMA DE FIBRA GALV 6X7 6.0MM 1/4"" 1000MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1877900
HC-1/8;"CABLE ALMA DE FIBRA GALV 6X7 3.0MM 1/8"" 500MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1678800
HC-1200 LB;MALACATE DE MANIVELA CON CABLE 1200 LBS;HERRAMIENTAS DE CARGA;MALACATE;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1962800
HC-3/16;"CABLE ALMA DE FIBRA GALV 6X7 5.0MM 3/16"" 500MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1347300
HC-3/8 6X19 X 500M;"CABLE ACERO GALV 6X19 9.5.MM 3/8"" 500MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;837600
HC-5/16;"CABLE ALMA DE FIBRA GALV 6X7 8.0MM 5/16"" 500MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;638200
HC-5/16 6X19 X 500M;"CABLE ACERO GALV 6X19 8.0MM 5/16"" 500MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;573200
HC-600 LB;MALACATE DE MANIVELA CON CABLE 600 LBS;HERRAMIENTAS DE CARGA;MALACATE;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1141100
HC-F1/16 X 3/32;"CABLE ALMA DE FIBRA FORR PVC 1.5-2MM 1/16-3/32"" 500MTS";HERRAMIENTAS DE CARGA;CABLE FORRADO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1547600
HC-F1/4;"CABLE ALMA DE FIBRA FORR PVC 6.0-8MM 1/4-5/16"" 200MTS";HERRAMIENTAS DE CARGA;CABLE FORRADO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;648000
HC-F1/4 X 5/16;"CABLE ALMA DE FIBRA FORR PVC 6.0-8MM 1/4-5/16"" 500MTS";HERRAMIENTAS DE CARGA;CABLE FORRADO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;660400
HC-F1/8;"CABLE ALAM DE FIBRA FORR PVC 3.0-6MM 1/8-1/4"" 500MTS";HERRAMIENTAS DE CARGA;CABLE FORRADO;GRUPO NIKATTO;Herramientas de Carga;sublinea:CABLE FORRADO;media;1015200
HC-F1/8 X 3/16;"CABLE ALMA DE FIBRA FORR PVC 3MM-4MM 1/8""X3/16"" 500MTS";HERRAMIENTAS DE CARGA;CABLE FORRADO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;867400
HC-F3/16;"CABLE ALMA DE FIBRA FORR PVC 4.0-6MM 3/16-1/4"" 500MTS";HERRAMIENTAS DE CARGA;CABLE FORRADO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;547700
HC-F3/32 X 1/8;"CABLE ALMA DE FIBRA FORR PVC 2MM-3MM 3/32""X1/8"" 500MTS";HERRAMIENTAS DE CARGA;CABLE FORRADO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1114100
HC-F5/64G;"CABLE FORR PVC 2.0MM 5/64"" X 1/4"" 200MTS";HERRAMIENTAS DE CARGA;CABLE FORRADO;GRUPO NIKATTO;Herramientas de Carga;sublinea:CABLE FORRADO;media;806000
HC-G0.50;GANCHO P/CARGA C/SEGURO 0.50 TON;HERRAMIENTAS DE CARGA;GANCHO PARA CARGA;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1528300
HC-G0.75;GANCHO P/CARGA C/SEGURO 0.75 TON;HERRAMIENTAS DE CARGA;GANCHO PARA CARGA;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1129300
HC-G01;GANCHO P/CARGA C/SEGURO 1TON;HERRAMIENTAS DE CARGA;GANCHO PARA CARGA;GRUPO NIKATTO;Herramientas de Carga;carga;alta;893400
HC-G02;GANCHO P/CARGA C/SEGURO 2TON;HERRAMIENTAS DE CARGA;GANCHO PARA CARGA;GRUPO NIKATTO;Herramientas de Carga;carga;alta;761200
HC-G03;GANCHO P/CARGA C/SEGURO 3TON;HERRAMIENTAS DE CARGA;GANCHO PARA CARGA;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1323300
HC-G05;GANCHO P/CARGA C/SEGURO 5TON;HERRAMIENTAS DE CARGA;GANCHO PARA CARGA;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1731100
HC-G1.5;GANCHO P/CARGA C/SEGURO 1.5TON;HERRAMIENTAS DE CARGA;GANCHO PARA CARGA;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1915000
HC-G1/2;GANCHO P/CARGA C/SEGURO 1/2TON;HERRAMIENTAS DE CARGA;GANCHO PARA CARGA;GRUPO NIKATTO;Herramientas de Carga;carga;alta;525200
HC-G3/4;GANCHO P/CARGA C/SEGURO 3/4TON;HERRAMIENTAS DE CARGA;GANCHO PARA CARGA;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1076700
HC-G3/8;"GANCHO CARGA DICROMADO 3/8""";HERRAMIENTAS DE CARGA;GANCHO PARA CARGA;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1595500
HC-NIK-HPU-002;MALACATE / GARRUCHA 2 TON;HERRAMIENTAS DE CARGA;MALACATE;GRUPO NIKATTO;Herramientas de Carga;carga;alta;401100
HC-NIK-HPU-004;MALACATE / GARRUCHA 4 TON;HERRAMIENTAS DE CARGA;MALACATE;GRUPO NIKATTO;Herramientas de Carga;carga;alta;187000
HC-P1/2;"PERROS P/CABLE DE 13MM-1/2"" (12MM)";HERRAMIENTAS DE CARGA;PERROS;GRUPO NIKATTO;Herramientas de Carga;carga;alta;114000
HC-P1/4;"PERROS P/CABLE DE 6MM-1/4""";HERRAMIENTAS DE CARGA;PERROS;GRUPO NIKATTO;Herramientas de Carga;carga;alta;754200
HC-P1/8;"PERROS P/CABLE DE 3MM-1/8""";HERRAMIENTAS DE CARGA;PERROS;GRUPO NIKATTO;Herramientas de Carga;carga;alta;928000
HC-P3/16;"PERROS P/CABLE DE 5MM-3/16""";HERRAMIENTAS DE CARGA;PERROS;GRUPO NIKATTO;Herramientas de Carga;carga;alta;894100
HC-P3/8;"PERROS P/CABLE DE 10MM-3/8""";HERRAMIENTAS DE CARGA;PERROS;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1468100
HC-P5/16;"PERROS P/CABLE DE 8MM-5/16""";HERRAMIENTAS DE CARGA;PERROS;GRUPO NIKATTO;Herramientas de Carga;carga;alta;287400
HC-P5/8;"PERROS P/CABLE DE 16MM-5/8""";HERRAMIENTAS DE CARGA;PERROS;GRUPO NIKATTO;Herramientas de Carga;carga;alta;460500
HC-PD1/2;"POLEITAS DOBLE ZINC 1/2""";HERRAMIENTAS DE CARGA;POLEAS;GRUPO NIKATTO;Herramientas de Carga;sublinea:POLEAS;media;259100
HC-PD1/4;"POLEITAS DOBLE ZINC 1.1/4""";HERRAMIENTAS DE CARGA;POLEAS;GRUPO NIKATTO;Herramientas de Carga;sublinea:POLEAS;media;990400
HC-POLIPASTO 5/16;"POLIPASTO CON RATCHET 5/16"" X 3/8""";HERRAMIENTAS DE CARGA;POLIPASTOS;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1015000
HC-PS1/4;"POLEITAS SENCILLAS ZINC 1.1/4""";HERRAMIENTAS DE CARGA;POLEAS;GRUPO NIKATTO;Herramientas de Carga;sublinea:POLEAS;media;621100
HC-T1/4;"TENSOR HIERRO 6 X 100M - 1/4"" X 6MM";HERRAMIENTAS DE CARGA;TENSORES;GRUPO NIKATTO;Herramientas de Carga;carga;alta;343300
HC-T3/16;"TENSOR HIERRO 5 X 70M - 3/16"" X 5MM";HERRAMIENTAS DE CARGA;TENSORES;GRUPO NIKATTO;Herramientas de Carga;carga;alta;328200
HC-T3/4;"TENSOR HIERRO 20 X 300M - 3/4"" X 12";HERRAMIENTAS DE CARGA;TENSORES;GRUPO NIKATTO;Herramientas de Carga;carga;alta;756200
HC-T3/8;"TENSOR HIERRO 10 X 150M - 3/8"" X 10MM";HERRAMIENTAS DE CARGA;TENSORES;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1623900
HC-T5/16;"TENSOR HIERRO 7.5 X 125M - 5/16"" X 8MM";HERRAMIENTAS DE CARGA;TENSORES;GRUPO NIKATTO;Herramientas de Carga;carga;alta;624700
NIK-CAG1619;"CABLE ALMA DE FIBRA GALV 6X19 6.0MM 1/4"" 500MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1628600
NIK-CAG2619;"CABLE ALMA DE FIBRA GALV 6X19 9.5MM 3/8"" 500MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1507700
NIK-CAG3160;"CABLE DE ACERO GALV 6X19 5.0MM 3/16"" 500MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;626300
NIK-CAG4150;"CABLE DE ACERO GALV 6X19 8.0MM 5/16"" 500MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1840700
NIK-CAG6710;"CABLE ALMA DE FIBRA GALV 6X7 1.5MM 1/16"" 500MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1368500
NIK-CAG6720;"CABLE ALMA DE FIBRA GALV 6X7 6.0MM 1/4"" 500MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1711100
NIK-CAG6730;"CABLE ALMA DE FIBRA GALV 6X7 3.0MM 1/8"" 500MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;637000
NIK-CAG6731;"CABLE ALMA DE FIBRA GALV 6X7 3.0MM 1/8"" 1.000MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1431700
NIK-CAG6740;"CABLE ALMA DE FIBRA GALV 6X7 5.0MM 3/16"" 500MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1044200
NIK-CAG6750;"CABLE ALMA DE FIBRA GALV 6X7 8.0MM 5/16"" 500MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;72000
NIK-CCA1130;"CABLE ALMA DE ACERO 6X19 IWRC X 1/4"" ROLLO DE 250 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;261300
NIK-CCA1135;"CABLE ALMA DE ACERO ALQUITRANADO (IWRC ) 6X19 X 1/4"" ROLLO DE 500 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1107300
NIK-CCA1137;"CABLE ALMA DE ACERO ALQUITRANADO (IWRC ) 6X19 X 1/4"" ROLLO DE 1.000 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;110100
NIK-CCA1138;"CABLE ALMA DE ACERO ALQUITRANADO 6X19 (IWRC) X 3/8"" ROLLO DE 250 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;876000
NIK-CCA1139;"CABLE ALMA DE ACERO ALQUITRANADO 6X19 (IWRC) X 3/8"" ROLLO DE 500 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1290000
NIK-CCA1140;"CABLE ALMA DE ACERO ALQUITRANADO 6X19 (IWRC)X 3/8"" ROLLO DE 1.000 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;516100
NIK-CCA1150;"CABLE ALMA DE ACERO ALQUITRANADO 6X19 (IWRC) X 1/2"" ROLLO DE 250 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1901400
NIK-CCA1151;"CABLE ALMA DE ACERO ALQUITRANADO 6X19(IWRC) X 1/2"" ROLLO DE 500 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1072000
NIK-CCA1152;"CABLE ALMA DE ACERO ALQUITRANADO 6X19(IWRC) X 1/2"" ROLLO DE 1.000 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;59300
NIK-CCA1160;"CABLE ALMA DE ACERO ALQUITRANADO 6X19(IWRC) X 5/8"" ROLLO DE 250 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;898300
NIK-CCA1161;"CABLE ALMA DE ACERO ALQUITRANADO 6X19(IWRC) X 5/8"" ROLLO DE 500 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1788000
NIK-CCA1162;"CABLE ALMA DE ACERO ALQUITRANADO 6X19(IWRC) X 5/8"" ROLLO DE 1.000 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;512000
NIK-CGC2619;"CABLE ALMA DE ACERO GALVANIZADO EN CALIENTE (IWRC)6X19 X 3/16"" ROLLO DE 500 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;780100
NIK-CGC3619;"CABLE ALMA DE ACERO GALVANIZADO EN CALIENTE (IWRC)6X19 X 1/4"" ROLLO DE 500 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1841600
NIK-CGC4619;"CABLE ALMA DE ACERO GALVANIZADO EN CALIENTE(IWRC) 6X19 X 5/16"" ROLLO DE 500 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1400500
NIK-CGC5619;"CABLE ALMA DE ACERO GALVANIZADO EN CALIENTE(IWRC) 6X19 X 3/8"" ROLLO DE 500 MTS";HERRAMIENTAS DE CARGA;CABLE DE ACERO;GRUPO NIKATTO;Herramientas de Carga;carga;alta;1175000
